Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,74,Minibus (8 � 16 passenger seats)
3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,63,Minibus (8 � 16 passenger seats)
3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,69,Minibus (8 � 16 passenger seats)
3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,72,Car
3,07-Apr-15,650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,Car
4,07-May-15,735,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,49,Goods vehicle 3.5 tonnes mgw and under
3,07-Apr-15,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
1,07-Apr-15,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,Car
1,07-Apr-15,1710,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,55,Bus or coach (17 or more passenger seats)
2,08-Apr-15,1226,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,32,Pedal cycle
3,08-Apr-15,1352,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,18,Car
3,08-Apr-15,1352,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,52,Car
1,08-Apr-15,1450,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,76,Motorcycle over 125cc and up to 500cc
2,08-Apr-15,800,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,31,Pedal cycle
2,08-Apr-15,1814,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,28,Motorcycle over 50cc and up to 125cc
1,08-Apr-15,2050,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,43,Motorcycle over 500cc
2,09-Apr-15,1830,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
1,10-Apr-15,1724,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,48,Motorcycle over 125cc and up to 500cc
1,10-Apr-15,1900,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,41,Car
2,10-Apr-15,1937,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,58,Motorcycle over 125cc and up to 500cc
1,10-Apr-15,2043,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,35,Goods vehicle 3.5 tonnes mgw and under
2,11-Apr-15,121,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Taxi/Private hire car
2,11-Apr-15,121,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,33,Taxi/Private hire car
2,10-Apr-15,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,38,Pedal cycle
2,11-Apr-15,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
1,12-Apr-15,1320,A(M),Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,23,Car
2,13-Apr-15,610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,37,Taxi/Private hire car
2,13-Apr-15,610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,38,Car
2,13-Apr-15,1215,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,82,Car
2,13-Apr-15,1215,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
2,13-Apr-15,1840,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,58,Pedal cycle
4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,34,Goods vehicle 3.5 tonnes mgw and under
4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,44,Tram / Light rail
4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,44,Tram / Light rail
4,14-Apr-15,825,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Tram / Light rail
3,14-Apr-15,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,57,Car
3,14-Apr-15,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,78,Goods vehicle 3.5 tonnes mgw and under
2,14-Apr-15,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Car
2,14-Apr-15,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2,14-Apr-15,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,33,Car
2,15-Apr-15,841,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,42,Car
2,15-Apr-15,1053,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Pedal cycle
1,15-Apr-15,1731,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Car
2,15-Apr-15,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
3,16-Apr-15,1138,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,27,Car
3,16-Apr-15,1138,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
2,16-Apr-15,1358,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,51,Pedal cycle
2,16-Apr-15,1455,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Car
2,16-Apr-15,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,2,Bus or coach (17 or more passenger seats)
2,16-Apr-15,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Bus or coach (17 or more passenger seats)
1,16-Apr-15,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,32,Car
1,16-Apr-15,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,87,Car
2,16-Apr-15,2030,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car
2,17-Apr-15,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,67,Car
2,17-Apr-15,1442,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2,17-Apr-15,1442,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
3,17-Apr-15,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
2,17-Apr-15,1553,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,37,Car
2,17-Apr-15,1553,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,24,Car
2,17-Apr-15,1553,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,16,Car
2,17-Apr-15,1640,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,61,Motorcycle over 500cc
1,17-Apr-15,1647,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,31,Car
2,17-Apr-15,1045,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
2,17-Apr-15,1757,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Car
2,17-Apr-15,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,12,Pedal cycle
1,18-Apr-15,1656,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,3,Car
1,19-Apr-15,255,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,32,Car
1,19-Apr-15,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,3,Car
1,19-Apr-15,1641,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,7,Car
2,20-Apr-15,1835,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
2,20-Apr-15,1846,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,38,Pedal cycle
1,20-Apr-15,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Bus or coach (17 or more passenger seats)
1,20-Apr-15,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
1,20-Apr-15,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Bus or coach (17 or more passenger seats)
2,21-Apr-15,725,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,63,Car
2,21-Apr-15,645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,55,Pedal cycle
2,21-Apr-15,1241,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,30,Car
2,21-Apr-15,1542,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Pedal cycle
2,21-Apr-15,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,51,Car
1,21-Apr-15,1758,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,Car
1,22-Apr-15,730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,53,Car
2,22-Apr-15,759,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Bus or coach (17 or more passenger seats)
3,22-Apr-15,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
3,22-Apr-15,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,27,Car
3,22-Apr-15,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,37,Car
2,22-Apr-15,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,Motorcycle over 50cc and up to 125cc
2,22-Apr-15,1510,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,19,Car
2,22-Apr-15,1510,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
3,22-Apr-15,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,31,Car
3,22-Apr-15,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
2,22-Apr-15,1815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,59,Pedal cycle
1,22-Apr-15,1734,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,44,Bus or coach (17 or more passenger seats)
1,22-Apr-15,1840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,20,Motorcycle over 50cc and up to 125cc
2,23-Apr-15,720,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
2,23-Apr-15,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Bus or coach (17 or more passenger seats)
2,23-Apr-15,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,57,Bus or coach (17 or more passenger seats)
3,23-Apr-15,1159,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,83,Car
2,23-Apr-15,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,16,Pedal cycle
3,23-Apr-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,54,Car
3,23-Apr-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,42,Car
1,23-Apr-15,1312,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,55,Goods vehicle 3.5 tonnes mgw and under
1,23-Apr-15,1546,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,Car
2,23-Apr-15,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,84,Car
2,23-Apr-15,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,40,Car
1,23-Apr-15,817,Unclassified,Dry,Daylight: street lights present,Fog or mist � if hazard,Driver/Rider,Slight,Male,37,Bus or coach (17 or more passenger seats)
1,23-Apr-15,817,Unclassified,Dry,Daylight: street lights present,Fog or mist � if hazard,Passenger,Slight,Female,31,Bus or coach (17 or more passenger seats)
2,23-Apr-15,0,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,34,Pedal cycle
2,23-Apr-15,1822,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,17,Motorcycle over 50cc and up to 125cc
2,24-Apr-15,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,28,Pedal cycle
2,24-Apr-15,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,39,Car
1,24-Apr-15,1343,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,32,Car
1,24-Apr-15,1343,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,55,Car
1,24-Apr-15,1343,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,64,Car
2,24-Apr-15,1615,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Pedal cycle
1,24-Apr-15,1703,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,Car
2,24-Apr-15,2128,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,59,Car
2,24-Apr-15,2252,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,30,Car
2,25-Apr-15,940,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,Car
2,25-Apr-15,1010,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,83,Bus or coach (17 or more passenger seats)
2,25-Apr-15,1010,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
1,25-Apr-15,1212,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,73,Car
1,25-Apr-15,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Taxi/Private hire car
2,25-Apr-15,2200,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,44,Car
2,25-Apr-15,2200,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,12,Car
2,25-Apr-15,2200,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,14,Car
1,26-Apr-15,1030,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Pedal cycle
2,26-Apr-15,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,40,Car
2,26-Apr-15,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Car
1,26-Apr-15,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,35,Goods vehicle 3.5 tonnes mgw and under
2,26-Apr-15,1754,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,27,Pedal cycle
1,26-Apr-15,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
